단지고유번호,필지고유번호,시도,자치구,법정동,지번,주소,대표단지명,단지명_공시가격,단지명_건축물대장,단지명_도로명주소,단지종류코드,단지종류명,동수,세대수,사용승인일,원천데이터
11680100249394,1168010100107410022,서울특별시,강남구,역삼동,741-22,서울특별시 강남구 역삼동 741-22,포스틸 빌라트,포스틸빌라트,포스틸 빌라트,포스틸 빌라트,1,아파트,1,12,2004-09-10,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001424,1168010100106350005,서울특별시,강남구,역삼동,635-5,서울특별시 강남구 역삼동 635-5,풍림지오빌,풍림지오빌,,,1,아파트,1,17,2002-11-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120358448,1168010100107230016,서울특별시,강남구,역삼동,723-16,서울특별시 강남구 역삼동 723-16,프리빌리지,프리빌리지,,,1,아파트,1,27,2017-11-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120050278,1168010100106360033,서울특별시,강남구,역삼동,636-33,서울특별시 강남구 역삼동 636-33,프리우스역삼아파트,프리우스역삼101동,프리우스역삼아파트,프리우스역삼아파트,1,아파트,1,9,2006-06-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120050277,1168010100106360000,서울특별시,강남구,역삼동,636,서울특별시 강남구 역삼동 636,프리우스역삼아파트 2차,프리우스역삼102동,프리우스역삼아파트 2차,프리우스역삼아파트 2차,1,아파트,1,18,2006-06-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100257596,1168010100107290035,서울특별시,강남구,역삼동,729-35,서울특별시 강남구 역삼동 729-35,플래티늄아파트,플래티늄1,플래티늄아파트,플래티늄아파트,1,아파트,1,19,2003-05-15,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100249386,1168010100106280001,서울특별시,강남구,역삼동,628-1,서울특별시 강남구 역삼동 628-1,한양럭스아파트,한양럭스,한양럭스아파트,한양럭스아파트,1,아파트,1,18,2003-09-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001413,1168010100107060020,서울특별시,강남구,역삼동,706-20,서울특별시 강남구 역삼동 706-20,한화 진넥스빌,한화진넥스빌,한화 진넥스빌,한화 진넥스빌,1,아파트,1,294,2001-01-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001416,1168010100107100000,서울특별시,강남구,역삼동,710,서울특별시 강남구 역삼동 710,현대 까르띠에710 103동,현대까르띠에710,현대 까르띠에710,현대 까르띠에710 103동,1,아파트,3,137,2001-11-09,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100256937,1168010100107750015,서울특별시,강남구,역삼동,775-15,서울특별시 강남구 역삼동 775-15,현대 하이츠,현대하이츠,현대 하이츠,현대 하이츠,1,아파트,1,12,2004-09-24,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001422,1168010100107280045,서울특별시,강남구,역삼동,728-45,서울특별시 강남구 역삼동 728-45,현대이스트빌,현대이스트빌,현대이스트빌,현대이스트빌,1,아파트,1,12,1999-06-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001423,1168010100106060018,서울특별시,강남구,역삼동,606-18,서울특별시 강남구 역삼동 606-18,휴먼터치빌,현대휴먼터치빌,,휴먼터치빌,1,아파트,1,160,1999-06-19,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120325633,1168011300103650000,서울특별시,강남구,율현동,365,서울특별시 강남구 율현동 365,강남한신휴플러스6단지,강남한신휴플러스6단지,강남한신휴플러스6단지,강남한신휴플러스6단지,1,아파트,12,378,2015-09-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120325634,1168011300105130000,서울특별시,강남구,율현동,513,서울특별시 강남구 율현동 513,강남한신휴플러스8단지,강남한신휴플러스8단지,강남한신휴플러스8단지,강남한신휴플러스8단지,1,아파트,11,169,2015-09-23,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120428943,1168011300105240000,서울특별시,강남구,율현동,524,서울특별시 강남구 율현동 524,율현리엔파크,율현리엔파크,율현리엔파크,율현리엔파크,1,아파트,1,87,2021-09-24,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001464,1168011400107350000,서울특별시,강남구,일원동,735,서울특별시 강남구 일원동 735,가람아파트110동,가람,가람아파트,가람아파트110동,1,아파트,13,496,1993-03-09,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001475,1168011400106150001,서울특별시,강남구,일원동,615-1,서울특별시 강남구 일원동 615-1,개포한신아파트101,개포한신,개포한신아파트,개포한신아파트101,1,아파트,4,364,1984-03-10,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120427822,1168011400107430000,서울특별시,강남구,일원동,743,서울특별시 강남구 일원동 743,디에이치 자이 개포,디에이치자이개포,디에이치 자이 개포,디에이치 자이 개포,1,아파트,15,1996,2021-07-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120417508,1168011400107420000,서울특별시,강남구,일원동,742,서울특별시 강남구 일원동 742,디에이치 포레센트,디에이치포레센트,디에이치 포레센트,디에이치 포레센트,1,아파트,4,184,2021-01-22,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120383946,1168011400107410000,서울특별시,강남구,일원동,741,서울특별시 강남구 일원동 741,래미안 개포 루체하임,래미안개포루체하임,래미안 개포 루체하임,래미안 개포 루체하임,1,아파트,12,850,2018-11-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001466,1168011400107160000,서울특별시,강남구,일원동,716,서울특별시 강남구 일원동 716,목련타운106동,목련타운,목련타운,목련타운106동,1,아파트,8,650,1993-09-25,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120440294,1168011400106880000,서울특별시,강남구,일원동,688,서울특별시 강남구 일원동 688,상록 스타힐스,상록스타힐스,상록 스타힐스,상록 스타힐스,1,아파트,12,1703,2022-10-31,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001468,1168011400107340000,서울특별시,강남구,일원동,734,서울특별시 강남구 일원동 734,상록수아파트104동,상록수,상록수아파트,상록수아파트104동,1,아파트,22,740,1993-03-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001469,1168011400107180000,서울특별시,강남구,일원동,718,서울특별시 강남구 일원동 718,샘터마을아파트102동,샘터마을,샘터마을아파트,샘터마을아파트102동,1,아파트,9,628,1994-02-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120156027,1168011400107110000,서울특별시,강남구,일원동,711,서울특별시 강남구 일원동 711,수서1단지 에스에이치빌 104동,수서1-1단지(임대),수서1단지아파트,수서1단지 에스에이치빌 104동,1,아파트,14,2214,1992-11-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001470,1168011400107110000,서울특별시,강남구,일원동,711,서울특별시 강남구 일원동 711,수서아파트119동,수서,수서1단지아파트,수서아파트119동,1,아파트,7,720,1992-11-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001467,1168011400106260000,서울특별시,강남구,일원동,626,서울특별시 강남구 일원동 626,아파트,삼성,,아파트,1,아파트,4,80,1986-11-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001471,1168011400106150000,서울특별시,강남구,일원동,615,서울특별시 강남구 일원동 615,일원동우성7차아파트105,우성7,일원동우성7차아파트,일원동우성7차아파트105,1,아파트,15,802,1987-12-11,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001473,1168011400107190000,서울특별시,강남구,일원동,719,서울특별시 강남구 일원동 719,푸른마을아파트 101동,푸른마을아파트101동~111동,푸른마을아파트,푸른마을아파트 101동,1,아파트,11,930,1994-01-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001474,1168011400107310000,서울특별시,강남구,일원동,731,서울특별시 강남구 일원동 731,한솔마을 204동,한솔마을,한솔마을,한솔마을 204동,1,아파트,19,570,1994-06-03,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001476,1168011400106140000,서울특별시,강남구,일원동,614,서울특별시 강남구 일원동 614,현대4,현대4,,,1,아파트,1,142,1987-02-03,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001478,1168011400106790000,서울특별시,강남구,일원동,679,서울특별시 강남구 일원동 679,호정빌라트,호정빌라트,호정빌라트,호정빌라트,1,아파트,1,19,1995-05-08,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120443033,1168011200600000000,서울특별시,강남구,자곡동,BL,서울특별시 강남구 자곡동 BL,LH 수서 1단지 아파트,LH수서1단지아파트,LH 수서 1단지 아파트,LH 수서 1단지 아파트,1,아파트,6,830,2023-02-17,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120450506,1168011200101380002,서울특별시,강남구,자곡동,138-2,서울특별시 강남구 자곡동 138-2,LH수서2단지아파트,LH수서2단지아파트,LH수서2단지아파트,LH수서2단지아파트,1,아파트,10,1080,2024-04-17,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120277246,1168011200106210000,서울특별시,강남구,자곡동,621,서울특별시 강남구 자곡동 621,강남 에버시움,강남에버시움,강남 에버시움,강남 에버시움,1,아파트,15,1065,2013-11-13,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120304409,1168011200106180000,서울특별시,강남구,자곡동,618,서울특별시 강남구 자곡동 618,강남브리즈힐,강남브리즈힐,강남브리즈힐,강남브리즈힐,1,아파트,13,402,2014-10-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120321013,1168011200106190000,서울특별시,강남구,자곡동,619,서울특별시 강남구 자곡동 619,강남자곡 힐스테이트,강남자곡힐스테이트,강남자곡 힐스테이트,강남자곡 힐스테이트,1,아파트,5,1339,2015-06-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120299872,1168011200106020000,서울특별시,강남구,자곡동,602,서울특별시 강남구 자곡동 602,강남자곡아이파크,강남자곡아이파크,강남자곡아이파크,강남자곡아이파크,1,아파트,10,716,2014-10-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120286898,1168011200106860000,서울특별시,강남구,자곡동,686,서울특별시 강남구 자곡동 686,강남한양수자인,강남한양수자인(4단지),강남한양수자인,강남한양수자인,1,아파트,26,1304,2014-03-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120446534,1168011200500000000,서울특별시,강남구,자곡동,BL-,서울특별시 강남구 자곡동 BL-,디아크리온 강남,디아크리온강남,디아크리온 강남,디아크리온 강남,1,아파트,8,597,2023-06-13,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120294161,1168011200106110000,서울특별시,강남구,자곡동,611,서울특별시 강남구 자곡동 611,래미안 강남힐즈,래미안강남힐즈,래미안 강남힐즈,래미안 강남힐즈,1,아파트,20,1020,2014-06-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120286800,1168011200106870000,서울특별시,강남구,자곡동,687,서울특별시 강남구 자곡동 687,래미안포레,래미안포레(3단지),래미안포레,래미안포레,1,아파트,15,1070,2014-03-13,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120411731,1168010400101290000,서울특별시,강남구,청담동,129,서울특별시 강남구 청담동 129,PH129,더펜트하우스청담,PH129,PH129,1,아파트,1,29,2020-08-12,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001183,1168010400101060017,서울특별시,강남구,청담동,106-17,서울특별시 강남구 청담동 106-17,강변상지리츠빌,강변상지리츠빌,강변상지리츠빌,강변상지리츠빌,1,아파트,1,12,2001-06-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001225,1168010400101080000,서울특별시,강남구,청담동,108,서울특별시 강남구 청담동 108,건영 아파트101동,청담건영,건영아파트,건영 아파트101동,1,아파트,2,240,1994-09-05,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001185,1168010400100280013,서울특별시,강남구,청담동,28-13,서울특별시 강남구 청담동 28-13,골든아트빌,골든아트빌,골든아트빌,골든아트빌,1,아파트,1,19,2000-06-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001184,1168010400101280001,서울특별시,강남구,청담동,128-1,서울특별시 강남구 청담동 128-1,구산아파트,구산,구산아파트,구산아파트,1,아파트,1,37,1993-11-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001186,1168010400101300010,서울특별시,강남구,청담동,130-10,서울특별시 강남구 청담동 130-10,뉴현대리버빌,뉴현대리버빌,뉴현대리버빌,뉴현대리버빌,1,아파트,1,15,1996-12-20,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001260,1168010400100300033,서울특별시,강남구,청담동,30-33,서울특별시 강남구 청담동 30-33,대림아파트,청담대림이-편한세상,대림아파트,대림아파트,1,아파트,4,271,2002-12-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053533,1168010400101160005,서울특별시,강남구,청담동,116-5,서울특별시 강남구 청담동 116-5,대우로얄카운티2,대우로얄카운티2,대우로얄카운티2,대우로얄카운티2,1,아파트,1,13,2002-04-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100050526,1168010400100590013,서울특별시,강남구,청담동,59-13,서울특별시 강남구 청담동 59-13,대우로얄카운티5,청담대우로얄카운티5차,대우로얄카운티5,대우로얄카운티5,1,아파트,1,12,2003-07-18,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001262,1168010400101170006,서울특별시,강남구,청담동,117-6,서울특별시 강남구 청담동 117-6,대우로얄카운티Ⅲ,대우로얄카운티3,대우로얄카운티Ⅲ,대우로얄카운티Ⅲ,1,아파트,1,19,2003-01-22,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001187,1168010400101170022,서울특별시,강남구,청담동,117-22,서울특별시 강남구 청담동 117-22,대우리츠카운티,대우리츠카운티,대우리츠카운티,대우리츠카운티,1,아파트,1,19,2001-10-08,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100050527,1168010400100590002,서울특별시,강남구,청담동,59-2,서울특별시 강남구 청담동 59-2,대우멤버스카운티Ⅱ,대우멤버스카운티Ⅱ,대우멤버스카운티Ⅱ,대우멤버스카운티Ⅱ,1,아파트,1,17,2003-06-03,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001228,1168010400101170003,서울특별시,강남구,청담동,117-3,서울특별시 강남구 청담동 117-3,대우빌라청담로얄카운티,청담로얄카운티,대우빌라청담로얄카운티,대우빌라청담로얄카운티,1,아파트,1,17,1999-10-13,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120348230,1168010400100540005,서울특별시,강남구,청담동,54-5,서울특별시 강남구 청담동 54-5,더 갤러리파크,더갤러리파크,더 갤러리파크,더 갤러리파크,1,아파트,1,6,2017-03-10,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120375890,1168010400100760012,서울특별시,강남구,청담동,76-12,서울특별시 강남구 청담동 76-12,라테라스 청담,라테라스청담,라테라스 청담,라테라스 청담,1,아파트,1,88,2018-10-12,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120130397,1168010400101300007,서울특별시,강남구,청담동,130-7,서울특별시 강남구 청담동 130-7,마크힐스 2단지,마크힐스이스트윙,마크힐스 2단지,마크힐스 2단지,1,아파트,1,19,2010-07-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120130307,1168010400101300006,서울특별시,강남구,청담동,130-6,서울특별시 강남구 청담동 130-6,마크힐스청담1차,마크힐스웨스트윙,마크힐스청담1차,마크힐스청담1차,1,아파트,1,19,2010-07-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001190,1168010400101050006,서울특별시,강남구,청담동,105-6,서울특별시 강남구 청담동 105-6,목화아파트,목화,목화아파트,목화아파트,1,아파트,1,19,1995-01-25,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120123714,1168010400101290007,서울특별시,강남구,청담동,129-7,서울특별시 강남구 청담동 129-7,빌폴라리스,빌폴라리스,빌폴라리스,빌폴라리스,1,아파트,1,19,2009-10-26,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001194,1168010400100600000,서울특별시,강남구,청담동,60,서울특별시 강남구 청담동 60,삼성청담공원아파트 제105동,삼성청담공원아파트,삼성청담공원아파트,삼성청담공원아파트 제105동,1,아파트,8,391,1999-08-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001193,1168010400100420000,서울특별시,강남구,청담동,42,서울특별시 강남구 청담동 42,삼성청담아파트 제101동,삼성청담아파트,삼성청담아파트,삼성청담아파트 제101동,1,아파트,2,217,1999-10-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100050163,1168010400101130023,서울특별시,강남구,청담동,113-23,서울특별시 강남구 청담동 113-23,삼호빌라 비동,삼호빌라B동,삼호빌라 비동,삼호빌라 비동,1,아파트,1,14,1997-06-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001200,1168010400101040005,서울특별시,강남구,청담동,104-5,서울특별시 강남구 청담동 104-5,삼호빌라씨동,삼호빌라씨동,삼호빌라씨동,삼호빌라씨동,1,아파트,1,17,1998-11-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001199,1168010400101130016,서울특별시,강남구,청담동,113-16,서울특별시 강남구 청담동 113-16,삼호빌라에이동,삼호빌라A동,삼호빌라에이동,삼호빌라에이동,1,아파트,1,14,1997-06-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001201,1168010400100100000,서울특별시,강남구,청담동,10,서울특별시 강남구 청담동 10,삼환아파트 101동,삼환(101동),삼환아파트,삼환아파트 101동,1,아파트,1,184,1999-11-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001203,1168010400101270016,서울특별시,강남구,청담동,127-16,서울특별시 강남구 청담동 127-16,상지 리츠빌 씨동,상지리츠빌(127-16),상지 리츠빌 씨동,상지 리츠빌 씨동,1,아파트,1,19,2001-08-17,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053546,1168010400101280000,서울특별시,강남구,청담동,128,서울특별시 강남구 청담동 128,상지 카일룸,상지카일룸,상지 카일룸,상지 카일룸,1,아파트,1,17,2003-12-15,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120055207,1168010400101280018,서울특별시,강남구,청담동,128-18,서울특별시 강남구 청담동 128-18,상지리츠빌 카일룸2,상지리츠빌카일룸2차,상지리츠빌 카일룸2,상지리츠빌 카일룸2,1,아파트,1,15,2006-08-25,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120121523,1168010400101290016,서울특별시,강남구,청담동,129-16,서울특별시 강남구 청담동 129-16,상지리츠빌 카일룸3차,상지리츠빌카일룸3차,상지리츠빌 카일룸3차,상지리츠빌 카일룸3차,1,아파트,1,19,2009-07-14,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120073140,1168010400101220001,서울특별시,강남구,청담동,122-1,서울특별시 강남구 청담동 122-1,상지리츠빌10차,상지리츠빌10차,,,1,아파트,1,17,2007-09-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001204,1168010400101140000,서울특별시,강남구,청담동,114,서울특별시 강남구 청담동 114,상지리츠빌4차,상지리츠빌4A,상지리츠빌4차,상지리츠빌4차,1,아파트,1,19,2000-09-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100050164,1168010400101140018,서울특별시,강남구,청담동,114-18,서울특별시 강남구 청담동 114-18,상지리츠빌4차,상지리츠빌4B,상지리츠빌4차,상지리츠빌4차,1,아파트,1,19,2000-09-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001205,1168010400101270012,서울특별시,강남구,청담동,127-12,서울특별시 강남구 청담동 127-12,상지리츠빌5차(A동),상지리츠빌5A,상지리츠빌5차(A동),상지리츠빌5차(A동),1,아파트,1,15,2001-02-21,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100050276,1168010400101270037,서울특별시,강남구,청담동,127-37,서울특별시 강남구 청담동 127-37,상지리츠빌5차(B동),상지리츠빌5B,상지리츠빌5차(B동),상지리츠빌5차(B동),1,아파트,1,18,2001-02-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001206,1168010400101060001,서울특별시,강남구,청담동,106-1,서울특별시 강남구 청담동 106-1,상지리츠빌6차,상지리츠빌6,상지리츠빌6차,상지리츠빌6차,1,아파트,1,19,2002-02-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100257009,1168010400101160010,서울특별시,강남구,청담동,116-10,서울특별시 강남구 청담동 116-10,상지리츠빌9차,상지리츠빌9차,상지리츠빌9차,상지리츠빌9차,1,아파트,1,12,2004-04-01,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001207,1168010400101340016,서울특별시,강남구,청담동,134-16,서울특별시 강남구 청담동 134-16,신동아 아파트,신동아,신동아 아파트,신동아 아파트,1,아파트,1,106,1997-02-20,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001210,1168010400101040019,서울특별시,강남구,청담동,104-19,서울특별시 강남구 청담동 104-19,씨티2차(201동),씨티2차(201동),,,1,아파트,1,18,1992-07-20,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001209,1168010400101040013,서울특별시,강남구,청담동,104-13,서울특별시 강남구 청담동 104-13,씨티2차(202동),씨티2차(202동),,,1,아파트,1,19,1992-07-20,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001211,1168010400101050000,서울특별시,강남구,청담동,105,서울특별시 강남구 청담동 105,씨티3차아파트,씨티3차,씨티3차아파트,씨티3차아파트,1,아파트,1,19,1996-01-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100448480,1168010400100900017,서울특별시,강남구,청담동,90-17,서울특별시 강남구 청담동 90-17,아노스카운티빌라트,아노스카운트빌라트,아노스카운티빌라트,아노스카운티빌라트,1,아파트,1,5,2003-07-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120412385,1168010400100900013,서울특별시,강남구,청담동,90-13,서울특별시 강남구 청담동 90-13,에비뉴나인티,에비뉴나인티,에비뉴나인티,에비뉴나인티,1,아파트,1,28,2020-09-18,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120449472,1168010400101060007,서울특별시,강남구,청담동,106-7,서울특별시 강남구 청담동 106-7,에테르노 청담,에테르노청담,에테르노 청담,에테르노 청담,1,아파트,1,29,2023-12-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001212,1168010400101040002,서울특별시,강남구,청담동,104-2,서울특별시 강남구 청담동 104-2,엘지빌라,엘지빌라,엘지빌라,엘지빌라,1,아파트,1,11,1998-05-04,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001215,1168010400101020007,서울특별시,강남구,청담동,102-7,서울특별시 강남구 청담동 102-7,연세리버빌,연세리버빌,연세리버빌,연세리버빌,1,아파트,1,19,1997-02-03,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001216,1168010400101040000,서울특별시,강남구,청담동,104,서울특별시 강남구 청담동 104,연세리버빌3차,연세리버빌3,연세리버빌3차,연세리버빌3차,1,아파트,1,19,1999-01-11,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053072,1168010400101020000,서울특별시,강남구,청담동,102,서울특별시 강남구 청담동 102,연세리버테라스,연세리버테라스,연세리버테라스,연세리버테라스,1,아파트,1,19,2003-03-04,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001217,1168010400101020006,서울특별시,강남구,청담동,102-6,서울특별시 강남구 청담동 102-6,연세빌라,연세빌라(102-6),연세빌라,연세빌라,1,아파트,1,13,1997-12-13,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001219,1168010400100590021,서울특별시,강남구,청담동,59-21,서울특별시 강남구 청담동 59-21,연세청담파크빌,연세청담파크빌,연세청담파크빌,연세청담파크빌,1,아파트,1,18,1999-09-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100053200,1168010400101020005,서울특별시,강남구,청담동,102-5,서울특별시 강남구 청담동 102-5,연세힐하우스(Ⅱ),연세힐하우스(Ⅱ),연세힐하우스(Ⅱ),연세힐하우스(Ⅱ),1,아파트,1,6,2004-02-18,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100448481,1168010400101020002,서울특별시,강남구,청담동,102-2,서울특별시 강남구 청담동 102-2,연세힐하우스Ⅰ,연세힐하우스1,연세힐하우스Ⅰ,연세힐하우스Ⅰ,1,아파트,1,18,2003-12-02,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100257053,1168010400100110025,서울특별시,강남구,청담동,11-25,서울특별시 강남구 청담동 11-25,우성아파트,우성아파트,우성아파트,우성아파트,1,아파트,1,25,2005-01-31,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001220,1168010400100940000,서울특별시,강남구,청담동,94,서울특별시 강남구 청담동 94,이니그마빌,이니그마빌,이니그마빌,이니그마빌,1,아파트,1,14,2001-03-29,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001261,1168010400100900010,서울특별시,강남구,청담동,90-10,서울특별시 강남구 청담동 90-10,이니그마빌2,이니그마빌2,이니그마빌2,이니그마빌2,1,아파트,1,16,2002-11-27,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100001222,1168010400100650000,서울특별시,강남구,청담동,65,서울특별시 강남구 청담동 65,진흥아파트6동,진흥아파트,진흥아파트,진흥아파트6동,1,아파트,4,375,1984-07-18,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120286257,1168010400101300000,서울특별시,강남구,청담동,130,서울특별시 강남구 청담동 130,청구 아파트 상가,청담아이파크,,청구 아파트 상가,1,아파트,1,108,1992-10-28,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680100256939,1168010400101110011,서울특별시,강남구,청담동,111-11,서울특별시 강남구 청담동 111-11,청담 CJ빌리지,청담CJ빌리지,청담 CJ빌리지,청담 CJ빌리지,1,아파트,1,11,2004-04-16,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120049144,1168010400100690018,서울특별시,강남구,청담동,69-18,서울특별시 강남구 청담동 69-18,청담 동양파라곤,동양파라곤,청담 동양파라곤,청담 동양파라곤,1,아파트,2,92,2006-03-31,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120356051,1168010400100620006,서울특별시,강남구,청담동,62-6,서울특별시 강남구 청담동 62-6,청담 디에브스 아파트,청담디에브스아파트,청담 디에브스 아파트,청담 디에브스 아파트,1,아파트,1,18,2017-08-09,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120314686,1168010400100340013,서울특별시,강남구,청담동,34-13,서울특별시 강남구 청담동 34-13,청담 스위트,청담스위트,청담 스위트,청담 스위트,1,아파트,1,124,2015-03-30,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120284718,1168010400101220035,서울특별시,강남구,청담동,122-35,서울특별시 강남구 청담동 122-35,청담 신원아침도시마인,청담신원아침도시마인,청담 신원아침도시마인,청담 신원아침도시마인,1,아파트,1,89,2013-09-17,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120312947,1168010400100320000,서울특별시,강남구,청담동,32,서울특별시 강남구 청담동 32,청담 아르지움,청담아르지움,청담 아르지움,청담 아르지움,1,아파트,1,29,2015-02-24,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
11680120395197,1168010400100640001,서울특별시,강남구,청담동,64-1,서울특별시 강남구 청담동 64-1,청담 어퍼하우스,청담어퍼하우스,청담 어퍼하우스,청담 어퍼하우스,1,아파트,1,18,2019-11-07,한국부동산원_공동주택 단지 식별정보_기본정보_20250918
