공고번호,시도,자치구,시군구,법정동,대표단지명,세대수,상태,입주예정월,출처
2022000879,경기도,,평택시,현덕면,힐스테이트 평택 화양,1571,입주예정,2026-03,청약홈 분양정보 오픈API
2023000048,서울특별시,영등포구,,,영등포자이 디그니티,185,입주예정,2026-03,청약홈 분양정보 오픈API
2023000041,인천광역시,,인천부평구,,더샵 부평 센트럴시티 10년 분양전환공공임대주택,207,입주예정,2023-06,청약홈 분양정보 오픈API
2023000040,인천광역시,,인천동구,송림동,동인천역 파크푸르지오 10년 분양전환 공공임대주택,71,입주예정,2023-06,청약홈 분양정보 오픈API
2023000006,서울특별시,강서구,,등촌동,등촌 지와인,136,입주예정,2023-06,청약홈 분양정보 오픈API
2023000038,충청북도,,진천군,덕산읍,진천 덕산우방아이유쉘,110,입주예정,2023-04,청약홈 분양정보 오픈API
2023000014,경기도,,하남시,신장동,그린나래,8,입주예정,2023-03,청약홈 분양정보 오픈API
2023000027,부산광역시,,부산강서구,,에코델타시티 푸르지오 린,886,입주예정,2025-10,청약홈 분양정보 오픈API
2023000018,광주광역시,,광주서구,마륵동,광주 상무역 골드클래스,191,입주예정,2023-11,청약홈 분양정보 오픈API
2023000028,경기도,,구리시,인창동,구리역 롯데캐슬 시그니처,679,입주예정,2026-03,청약홈 분양정보 오픈API
2023000015,인천광역시,,인천미추홀구,주안동,더샵 아르테,770,입주예정,2024-06,청약홈 분양정보 오픈API
2023000009,경기도,,수원팔달구,지동,수원성 중흥S-클래스,593,입주예정,2026-01,청약홈 분양정보 오픈API
2022000893,충청북도,,청주흥덕구,복대동,복대자이 더 스카이,715,입주예정,2026-07,청약홈 분양정보 오픈API
2023820001,경기도,,평택시,고덕동,평택고덕 A-53BL 신혼희망타운(공공분양) 추가모집,488,입주예정,2024-11,청약홈 분양정보 오픈API
2022000906,충청남도,,서산시,해미면,서산 해미 이아에듀타운,80,입주예정,2023-02,청약홈 분양정보 오픈API
2022000939,전라북도,,익산시,,익산 부송 데시앙 민간참여형 공공분양주택,745,입주예정,2025-12,청약홈 분양정보 오픈API
2022000931,경기도,,양주시,덕계동,양주 회천지구 A-20BL 대광로제비앙 센트럴(본청약),299,입주예정,2023-09,청약홈 분양정보 오픈API
2022000911,인천광역시,,인천연수구,옥련동,송도역 경남아너스빌,110,입주예정,2025-06,청약홈 분양정보 오픈API
2022000930,제주특별자치도,,제주시,애월읍,하귀푸르미르아파트,41,입주예정,2023-02,청약홈 분양정보 오픈API
2022000890,대구광역시,,대구동구,신천동,힐스테이트 동대구 센트럴,481,입주예정,2026-04,청약홈 분양정보 오픈API
2022000908,경기도,,안양동안구,호계동,평촌 센텀퍼스트,1228,입주예정,2023-11,청약홈 분양정보 오픈API
2022820032,경기도,,부천시,원종동,부천원종 B2블록 신혼희망타운(공공분양)(본청약),394,입주예정,2025-12,청약홈 분양정보 오픈API
2022000914,경상남도,,창원의창구,사화동,창원 롯데캐슬 포레스트 2BL,998,입주예정,2026-02,청약홈 분양정보 오픈API
2022000913,경상남도,,창원의창구,사화동,창원 롯데캐슬 포레스트 1BL,967,입주예정,2026-05,청약홈 분양정보 오픈API
2022000845,인천광역시,,인천미추홀구,숭의동,인천석정 한신더휴,151,입주예정,2023-03,청약홈 분양정보 오픈API
2022000852,충청북도,,청주서원구,개신동,청주 개신동 원더라움 아파트,48,입주예정,2023-01,청약홈 분양정보 오픈API
2022000900,부산광역시,,부산수영구,남천동,남천자이,116,입주예정,2023-01,청약홈 분양정보 오픈API
2022000896,경기도,,광명시,광명동,광명 제10R구역 호반써밋 그랜드 에비뉴,493,입주예정,2024-10,청약홈 분양정보 오픈API
2022000895,경기도,,부천시,,더원 루미에르,35,입주예정,2023-01,청약홈 분양정보 오픈API
2022000892,강원도,,강릉시,교동,강릉교동 금호어울림 올림픽파크 아파트,346,입주예정,2025-06,청약홈 분양정보 오픈API
2022000862,울산광역시,,울산남구,신정동,빌리브 리버런트,311,입주예정,2025-12,청약홈 분양정보 오픈API
2022000873,경기도,,광명시,철산동,철산자이 더 헤리티지,1631,입주예정,2025-05,청약홈 분양정보 오픈API
2022000898,전라북도,,부안군,줄포면,부안 줄포 블레스아파트,64,입주예정,2023-01,청약홈 분양정보 오픈API
2022000887,서울특별시,마포구,,아현동,마포 더 클래시,53,입주예정,2023-01,청약홈 분양정보 오픈API
2022000883,서울특별시,강동구,,길동,강동 헤리티지 자이,219,입주예정,2024-06,청약홈 분양정보 오픈API
2022000839,인천광역시,,인천남동구,간석동,힐스테이트 인천시청역,485,입주예정,2024-06,청약홈 분양정보 오픈API
2022000808,인천광역시,,인천중구,운남동,영종 오션파크 모아엘가 그랑데,560,입주예정,2026-04,청약홈 분양정보 오픈API
2022000785,대전광역시,,대전중구,선화동,힐스테이트 선화 더와이즈,851,입주예정,2027-02,청약홈 분양정보 오픈API
2022000780,경상북도,,포항북구,학산동,학산 한신더휴 엘리트파크,1455,입주예정,2026-05,청약홈 분양정보 오픈API
2022000696,세종특별자치시,,세종시,조치원읍,한신더휴 조치원,190,입주예정,2024-10,청약홈 분양정보 오픈API
2022000880,경기도,,평택시,,더샵 지제역 센트럴파크 2BL,4,입주예정,2023-04,청약홈 분양정보 오픈API
2022000874,울산광역시,,울산남구,옥동,옥동 경남아너스빌 ubc,320,입주예정,2026-08,청약홈 분양정보 오픈API
2022000870,충청북도,,음성군,맹동면,음성 아이파크,604,입주예정,2025-08,청약홈 분양정보 오픈API
2022000889,전라북도,,전주덕진구,,전주만성에코르2단지 10년공공임대주택 잔여세대 및 예비입주자 모집공고,12,입주예정,2023-02,청약홈 분양정보 오픈API
2022000864,제주특별자치도,,서귀포시,토평동,빌라드아르떼 제주,36,입주예정,2023-01,청약홈 분양정보 오픈API
2022000855,경기도,,광주시,송정동,광주 송정 중흥S-클래스 파크뷰,840,입주예정,2026-06,청약홈 분양정보 오픈API
2022000826,경기도,,부천시,여월동,브라운스톤 여월,42,입주예정,2024-01,청약홈 분양정보 오픈API
2022000820,경상남도,,함양군,함양읍,함양 금호어울림 리더스파크,306,입주예정,2024-12,청약홈 분양정보 오픈API
2022000794,강원도,,홍천군,홍천읍,스위트 클래스 더 스카이 45,264,입주예정,2026-10,청약홈 분양정보 오픈API
2022000888,세종특별자치시,,세종시,,행정중심복합도시 6-3M2블록(공공분양) 잔여세대 입주자모집공고,1,입주예정,2023-12,청약홈 분양정보 오픈API
2022000853,경기도,,남양주시,와부읍,도심역 한양수자인 리버파인,485,입주예정,2025-07,청약홈 분양정보 오픈API
2022000842,충청남도,,천안서북구,,힐스테이트 천안역 스카이움,999,입주예정,2027-08,청약홈 분양정보 오픈API
2022820031,경기도,,성남수정구,창곡동,성남복정1 A3블록 신혼희망타운(공공분양) (본청약),210,입주예정,2025-12,청약홈 분양정보 오픈API
2022820030,경기도,,성남수정구,창곡동,성남복정1 A2블록 신혼희망타운(공공분양) (본청약),258,입주예정,2025-12,청약홈 분양정보 오픈API
2022000866,경기도,,성남수정구,창곡동,성남복정1 A1블록 공공분양주택(본청약),615,입주예정,2025-12,청약홈 분양정보 오픈API
2022000832,울산광역시,,울산중구,복산동,번영로 서한이다음 프레스티지,109,입주예정,2024-03,청약홈 분양정보 오픈API
2022000847,전라남도,,함평군,대동면,함평 엘리체 시그니처,232,입주예정,2025-03,청약홈 분양정보 오픈API
2022000846,서울특별시,강동구,,둔촌1동,올림픽파크 포레온,4786,입주예정,2025-01,청약홈 분양정보 오픈API
2022000844,경상남도,,진주시,주약동,백년문화공원 극동스타클래스,166,입주예정,2026-02,청약홈 분양정보 오픈API
2022000840,강원도,,원주시,반곡동,원주 롯데캐슬 시그니처,922,입주예정,2025-12,청약홈 분양정보 오픈API
2022000838,광주광역시,,광주북구,신안동,산이고운 신용PARK,238,입주예정,2025-04,청약홈 분양정보 오픈API
2022000835,서울특별시,성북구,,장위동,장위자이 레디언트,1330,입주예정,2025-03,청약홈 분양정보 오픈API
2022000834,전라북도,,군산시,내흥동,군산 신역세권 예다음,569,입주예정,2025-10,청약홈 분양정보 오픈API
2022000807,경기도,,화성시,신동,동탄 A107 숨마데시앙,616,입주예정,2025-08,청약홈 분양정보 오픈API
2022000805,경기도,,화성시,신동,동탄 A106 어울림 파밀리에,640,입주예정,2025-08,청약홈 분양정보 오픈API
2022000795,제주특별자치도,,제주시,애월읍,엘리프 애월,136,입주예정,2025-05,청약홈 분양정보 오픈API
2022000751,경기도,,파주시,당하동,파주 운정신도시 A2BL 호반써밋,1110,입주예정,2025-06,청약홈 분양정보 오픈API
2022520044,경기도,,성남수정구,,성남 복정1지구 B3블록(사전청약),417,입주예정,2026-11,청약홈 분양정보 오픈API
2022000837,서울특별시,강서구,,화곡동,화곡 더리브 스카이 주상복합아파트,140,입주예정,2023-03,청약홈 분양정보 오픈API
2022000836,경상남도,,창원성산구,대원동,창원 센트럴파크 에일린의 뜰,1107,입주예정,2024-05,청약홈 분양정보 오픈API
2022000833,충청남도,,예산군,삽교읍,충남내포신도시 대광로제비앙,601,입주예정,2025-06,청약홈 분양정보 오픈API
2022000827,대구광역시,,대구달서구,두류동,두류역 서한포레스트,105,입주예정,2025-01,청약홈 분양정보 오픈API
2022000823,울산광역시,,울산남구,신정동,힐스테이트 문수로 센트럴 2단지,301,입주예정,2027-02,청약홈 분양정보 오픈API
2022000822,울산광역시,,울산남구,신정동,힐스테이트 문수로 센트럴 1단지,301,입주예정,2027-02,청약홈 분양정보 오픈API
2022000821,경기도,,용인수지구,죽전동,e편한세상 죽전 프리미어포레,430,입주예정,2024-12,청약홈 분양정보 오픈API
2022000810,대전광역시,,대전동구,삼성동,e편한세상 대전역 센텀비스타,400,입주예정,2026-06,청약홈 분양정보 오픈API
2022000812,광주광역시,,광주서구,쌍촌동,상무 더로제 아델리움 57 센트리에,144,입주예정,2024-06,청약홈 분양정보 오픈API
2022000804,강원도,,원주시,반곡동,원주혁신도시 복합2블록 유승한내들 더스카이,386,입주예정,2025-10,청약홈 분양정보 오픈API
2022000782,경상북도,,영주시,휴천동,영주 아이파크,428,입주예정,2025-11,청약홈 분양정보 오픈API
2022000715,경기도,,양주시,회정동,양주 덕정역 한라비발디 퍼스티어,427,입주예정,2025-12,청약홈 분양정보 오픈API
2022000788,대전광역시,,대전유성구,원신흥동,갑천2 트리풀시티 엘리프(국민주택),474,입주예정,2025-12,청약홈 분양정보 오픈API
2022000786,대전광역시,,대전유성구,원신흥동,갑천2 트리풀시티 엘리프(민영주택),462,입주예정,2025-12,청약홈 분양정보 오픈API
2022000778,서울특별시,중랑구,,중화동,리버센 SK VIEW 롯데캐슬,501,입주예정,2025-11,청약홈 분양정보 오픈API
2022000767,서울특별시,강동구,,둔촌동,더샵 파크솔레이유,73,입주예정,2023-06,청약홈 분양정보 오픈API
2022000764,경기도,,화성시,동탄면,동탄 파크릭스A52BL,679,입주예정,2025-07,청약홈 분양정보 오픈API
2022000763,경기도,,화성시,동탄면,동탄 파크릭스A51-2BL,414,입주예정,2025-07,청약홈 분양정보 오픈API
2022000762,경기도,,화성시,동탄면,동탄 파크릭스A51-1BL,310,입주예정,2025-07,청약홈 분양정보 오픈API
2022000756,충청남도,,천안동남구,문화동,트루엘 시그니처 천안역,236,입주예정,2026-07,청약홈 분양정보 오픈API
2022000799,충청남도,,아산시,용화동,아산자이 그랜드파크 2단지,849,입주예정,2026-02,청약홈 분양정보 오픈API
2022000798,충청남도,,아산시,용화동,아산자이 그랜드파크 1단지,739,입주예정,2026-02,청약홈 분양정보 오픈API
2022000774,대전광역시,,대전서구,용문동,대전 에테르 스위첸,138,입주예정,2026-02,청약홈 분양정보 오픈API
2022000757,경기도,,평택시,고덕동,평택 고덕 국제신도시 A-55 대광로제비앙 모아엘가,1255,입주예정,2025-04,청약홈 분양정보 오픈API
2022000747,대전광역시,,대전서구,용문동,둔산 더샵 엘리프,1935,입주예정,2025-02,청약홈 분양정보 오픈API
2022000686,경기도,,평택시,,평택 고덕국제신도시 디에트르 리비에르,277,입주예정,2023-10,청약홈 분양정보 오픈API
2022000772,경기,,광주시,탄벌동,광주 탄벌 서희스타힐스 2단지,41,입주예정,2024-05,청약홈 분양정보 오픈API
2022000771,경기도,,광주시,탄벌동,광주 탄벌 서희스타힐스 1단지,45,입주예정,2024-05,청약홈 분양정보 오픈API
2022820028,광주광역시,,광주광산구,운수동,광주선운2 A-3블록 신혼희망타운(공공분양),105,입주예정,2025-04,청약홈 분양정보 오픈API
2022820027,광주광역시,,광주광산구,운수동,광주선운2 A-1블록 신혼희망타운(공공분양),186,입주예정,2025-04,청약홈 분양정보 오픈API
2022000787,경기도,,파주시,,파주 운정신도시 A49블록 시티프라디움 (본청약),275,입주예정,2025-02,청약홈 분양정보 오픈API
2022000773,전라남도,,여수시,학동,쌍용 더 플래티넘 여수 35,244,입주예정,2025-10,청약홈 분양정보 오픈API
2022000755,인천광역시,,인천강화군,선원면,인천 강화 서희스타힐스 1단지,32,입주예정,2024-08,청약홈 분양정보 오픈API
2022000750,경기도,,파주시,,파주 운정신도시 A39BL 호반써밋,518,입주예정,2024-11,청약홈 분양정보 오픈API
2022000746,대구광역시,,대구남구,대명3동,대명자이 그랜드시티,1501,입주예정,2026-04,청약홈 분양정보 오픈API
2022000743,강원도,,고성군,토성면,아야진 라메르 데시앙,811,입주예정,2026-01,청약홈 분양정보 오픈API
2022000724,충청남도,,논산시,대교동,논산 아이파크,453,입주예정,2025-02,청약홈 분양정보 오픈API
2022000718,충청남도,,홍성군,홍북읍,충남내포신도시 디에트르 에듀시티,1474,입주예정,2025-11,청약홈 분양정보 오픈API
2022000716,경기도,,오산시,,오산 세교2지구 A-21블록 모아미래도,414,입주예정,2025-04,청약홈 분양정보 오픈API
2022820029,경기도,,성남분당구,대장동,성남판교대장 A-10블록 신혼희망타운,749,입주예정,2024-09,청약홈 분양정보 오픈API
2022000775,경기도,,파주시,파주읍,파주연풍 양우내안애 에코하임,5,입주예정,2022-11,청약홈 분양정보 오픈API
2022000758,대구광역시,,대구수성구,,빌리브 헤리티지,146,입주예정,2023-08,청약홈 분양정보 오픈API
2022000741,경기도,,평택시,현덕면,포레나 평택화양,995,입주예정,2025-11,청약홈 분양정보 오픈API
2022000739,전라북도,,익산시,함열읍,북익산 오투그란데 더원,259,입주예정,2025-06,청약홈 분양정보 오픈API
2022000730,대전광역시,,대전유성구,학하동,포레나 대전학하 1단지,872,입주예정,2026-02,청약홈 분양정보 오픈API
2022000727,충청남도,,천안동남구,용곡동,천안 일봉공원 호반써밋 센트럴파크(2BL),1284,입주예정,2027-05,청약홈 분양정보 오픈API
2022000726,충청남도,,천안동남구,용곡동,천안 일봉공원 호반써밋 센트럴파크(1BL),453,입주예정,2026-02,청약홈 분양정보 오픈API
2022000670,충청남도,,천안서북구,두정동,천안 롯데캐슬 더 두정,584,입주예정,2025-10,청약홈 분양정보 오픈API
2022000753,경기도,,오산시,,오산 SK VIEW 2차,380,입주예정,2025-02,청약홈 분양정보 오픈API
2022000752,경기도,,오산시,,오산 SK VIEW 1차,264,입주예정,2024-12,청약홈 분양정보 오픈API
2022000748,전라북도,,군산시,구암동,e편한세상 군산 디오션루체,800,입주예정,2025-07,청약홈 분양정보 오픈API
2022000733,경기도,,남양주시,와부읍,덕소 강변 신일해피트리,114,입주예정,2025-05,청약홈 분양정보 오픈API
2022000732,제주특별자치도,,제주시,1필지(연동,연동 한일베라체 파크뷰,93,입주예정,2025-06,청약홈 분양정보 오픈API
2022000723,충청북도,,음성군,대소면,음성 우미린 풀하우스,1019,입주예정,2025-11,청약홈 분양정보 오픈API
2022000721,부산광역시,,부산강서구,강동동,에코델타시티 푸르지오 센터파크,972,입주예정,2025-06,청약홈 분양정보 오픈API
2022000720,경기도,,광주시,역동,광주 더파크 비스타 데시앙,1690,입주예정,2026-04,청약홈 분양정보 오픈API
2022000714,충청남도,,홍성군,홍성읍,e편한세상 홍성 더센트럴,470,입주예정,2025-03,청약홈 분양정보 오픈API
2022000678,부산광역시,,부산부산진구,부암동,서면경남아너스빌엔테로까사,80,입주예정,2025-05,청약홈 분양정보 오픈API
2022520042,경상북도,,경산시,,경산대임지구 M1BL 반도유보라(사전청약),228,입주예정,2029-01,청약홈 분양정보 오픈API
2022520041,경상북도,,경산시,임당동,경산 대임지구 제일풍경채 S-1BL(사전청약),507,입주예정,2029-03,청약홈 분양정보 오픈API
2022520039,경상북도,,경산시,,경산 대임지구 B3 BL 라온프라이빗(사전청약),505,입주예정,2028-12,청약홈 분양정보 오픈API
2022520043,강원도,,원주시,태장동,원주태장 이에스아뜨리움 A-2블록 (사전청약),350,입주예정,2025-12,청약홈 분양정보 오픈API
2022000559,인천광역시,,인천연수구,동춘동,연수 월드메르디앙 어반포레,134,입주예정,2024-05,청약홈 분양정보 오픈API
2022520040,경기도,,화성시,,화성 동탄2 주상복합용지 C28BL 리젠시빌란트(사전청약),108,입주예정,2027-10,청약홈 분양정보 오픈API
2022000722,충청남도,,천안동남구,신부동,더샵 신부센트라,592,입주예정,2025-06,청약홈 분양정보 오픈API
2022000717,충청남도,,아산시,배방읍,엘리프 아산탕정 공공분양주택,682,입주예정,2025-07,청약홈 분양정보 오픈API
2022000709,대전광역시,,대전유성구,용계동,도안 우미린 트리쉐이드,1375,입주예정,2026-07,청약홈 분양정보 오픈API
2022000706,충청남도,,아산시,배방읍,e편한세상 탕정 퍼스트드림(2-A10블록) 공공분양주택,893,입주예정,2025-01,청약홈 분양정보 오픈API
2022000698,대구광역시,,대구달서구,진천동,월배역 우인그레이스,48,입주예정,2022-11,청약홈 분양정보 오픈API
2022000675,경기도,,파주시,,파주운정 경남아너스빌 디원(A18블록),499,입주예정,2025-06,청약홈 분양정보 오픈API
2022000674,경기도,,파주시,,파주운정 경남아너스빌 리버(A48블록),457,입주예정,2025-03,청약홈 분양정보 오픈API
2022000658,경기도,,파주시,탄현면,e편한세상 헤이리,1057,입주예정,2025-05,청약홈 분양정보 오픈API
2022000729,인천광역시,,인천중구,운북동,인천영종 A60블록 공공분양주택,675,입주예정,2025-01,청약홈 분양정보 오픈API
2022000710,울산광역시,,울산남구,신정동,문수로 금호어울림 더 퍼스트,402,입주예정,2025-12,청약홈 분양정보 오픈API
2022000558,광주광역시,,광주광산구,신창동,신창 유탑 유블레스 리버시티,131,입주예정,2025-05,청약홈 분양정보 오픈API
2022000662,울산광역시,,울산울주군,삼남읍,울산KTX 우방 아이유쉘 퍼스트,344,입주예정,2026-06,청약홈 분양정보 오픈API
2022820026,경기도,,평택시,고덕동,평택고덕 A-57-2블록 신혼희망타운(공공분양) 추가입주자모집공고,3,입주예정,2025-02,청약홈 분양정보 오픈API
2022000719,경상남도,,통영시,용남면,통영더유엘윈썸,55,입주예정,2023-03,청약홈 분양정보 오픈API
2022000677,경기도,,평택시,장당동,평택석정공원 화성파크드림,1296,입주예정,2025-07,청약홈 분양정보 오픈API
2022000672,전라북도,,익산시,,익산 중흥S-클래스 퍼스트파크,795,입주예정,2025-09,청약홈 분양정보 오픈API
2022000648,인천광역시,,인천중구,,영종국제도시 A26BL 제일풍경채 디오션,670,입주예정,2025-09,청약홈 분양정보 오픈API
2022000596,경기도,,용인기흥구,동백동,동백호수공원 두산위브더제니스,30,입주예정,2025-07,청약홈 분양정보 오픈API
2022000380,인천광역시,,인천중구,운남동,인천 영종하늘도시 A56블록 호반써밋 스카이센트럴Ⅱ,583,입주예정,2024-10,청약홈 분양정보 오픈API
2022000597,경상북도,,경산시,압량읍,경산 2차 아이파크,745,입주예정,2025-12,청약홈 분양정보 오픈API
2022000637,경기도,,용인수지구,동천동,동천역 트리너스,94,입주예정,2024-05,청약홈 분양정보 오픈API
2022520038,경기도,,수원권선구,,수원 당수지구 D3블록(사전청약),593,입주예정,2026-12,청약홈 분양정보 오픈API
2022520037,경기도,,수원권선구,,수원 당수지구 C3블록(사전청약),385,입주예정,2026-12,청약홈 분양정보 오픈API
2022000700,충청북도,,옥천군,옥천읍,e편한세상 옥천 퍼스트원,545,입주예정,2025-03,청약홈 분양정보 오픈API
2022000660,강원도,,강릉시,포남동,강릉KTX역 경남아너스빌,167,입주예정,2025-10,청약홈 분양정보 오픈API
2022000651,전라북도,,군산시,구암동,더샵 군산프리미엘,704,입주예정,2025-05,청약홈 분양정보 오픈API
2022000650,인천광역시,,인천계양구,,인천 작전 한라비발디,340,입주예정,2025-10,청약홈 분양정보 오픈API
2022000623,전라남도,,광양시,광양읍,광양 푸르지오 센터파크,992,입주예정,2025-12,청약홈 분양정보 오픈API
2022000687,인천,,인천시,중산동,인천영종 A37블록 공공분양주택,514,입주예정,2025-01,청약홈 분양정보 오픈API
2022000673,경상북도,,구미시,상모동,e편한세상 구미상모 트리베뉴,620,입주예정,2025-03,청약홈 분양정보 오픈API
2022000615,경상북도,,포항남구,구룡포읍,포항 푸르지오 마린시티,678,입주예정,2025-10,청약홈 분양정보 오픈API
2022000586,경기도,,화성시,우정읍,화성 조암 스위트엠,224,입주예정,2024-11,청약홈 분양정보 오픈API
2022000261,경상남도,,창원시,양덕2동,창원 롯데캐슬 하버팰리스,748,입주예정,2025-01,청약홈 분양정보 오픈API
2022000653,부산광역시,,부산부산진구,양정동,양정자이더샵SKVIEW,1162,입주예정,2025-03,청약홈 분양정보 오픈API
2022000649,충청북도,,음성군,금왕읍,음성자이 센트럴시티,1505,입주예정,2025-11,청약홈 분양정보 오픈API
2022000666,경기도,,화성시,비봉면,화성비봉 A-3BL 공공분양주택,659,입주예정,2025-06,청약홈 분양정보 오픈API
2022000664,경기도,,수원팔달구,교동,힐스테이트 푸르지오 수원,6,입주예정,2022-12,청약홈 분양정보 오픈API
2022000655,경상남도,,거창군,거창읍,거창 ES아뜨리움,76,입주예정,2024-05,청약홈 분양정보 오픈API
2022000654,경상남도,,사천시,용현면,e편한세상 사천 스카이마리나,1047,입주예정,2025-06,청약홈 분양정보 오픈API
2022000652,대구광역시,,대구서구,내당동,두류역자이,117,입주예정,2025-08,청약홈 분양정보 오픈API
2022000644,전라북도,,군산시,,군산 한성필하우스,66,입주예정,2022-11,청약홈 분양정보 오픈API
2022000641,경기도,,화성시,,반월자이 더 파크,118,입주예정,2022-10,청약홈 분양정보 오픈API
2022000629,전라남도,,여수시,학용동,여수 원더라움 더힐,172,입주예정,2024-08,청약홈 분양정보 오픈API
2022000533,대구광역시,,대구서구,내당동,두류 스타힐스,201,입주예정,2025-07,청약홈 분양정보 오픈API
2022820025,경상남도,,창원의창구,명곡동,창원명곡 A-1블록 신혼희망타운(공공분양),73,입주예정,2024-10,청약홈 분양정보 오픈API
2022000656,대구광역시,,대구북구,,대구역 센트레빌 더 오페라,245,입주예정,2026-04,청약홈 분양정보 오픈API
2022000628,전라남도,,광양시,마동,더샵 광양라크포엠,920,입주예정,2025-11,청약홈 분양정보 오픈API
2022520036,경상남도,,밀양시,,밀양 부북지구 제일풍경채 S-1BL(사전청약),320,입주예정,2025-10,청약홈 분양정보 오픈API
2022000640,충청남도,,천안서북구,부대동,천안 부성지구 우남퍼스트빌,316,입주예정,2024-03,청약홈 분양정보 오픈API
2022000630,전라남도,,장성군,장성읍,장성 바울루체,70,입주예정,2024-08,청약홈 분양정보 오픈API
2022000599,강원도,,강릉시,지변동,강릉 더리브 퍼스티지 아파트,176,입주예정,2024-12,청약홈 분양정보 오픈API
2022000582,경기도,,의왕시,내손동,인덕원 자이 SK VIEW,899,입주예정,2025-05,청약홈 분양정보 오픈API
2022000611,인천광역시,,인천서구,불로동,인천검단 AA21블록 공공분양주택,1224,입주예정,2025-06,청약홈 분양정보 오픈API
2022000602,경상남도,,김해시,주촌면,e편한세상 주촌 더프리미어,992,입주예정,2025-12,청약홈 분양정보 오픈API
2022000601,충청북도,,진천군,광혜원면,광혜원 포레가,51,입주예정,2022-10,청약홈 분양정보 오픈API
2022000575,강원도,,양양군,양양읍,양양 스위트엠 디오션,209,입주예정,2025-05,청약홈 분양정보 오픈API
2022000490,부산광역시,,부산금정구,,구서다움파크,84,입주예정,2022-10,청약홈 분양정보 오픈API
2022000612,충청북도,,옥천군,옥천읍,옥천역 금호어울림 더퍼스트,499,입주예정,2025-01,청약홈 분양정보 오픈API
2022000557,경기도,,안양동안구,호계3동,평촌 두산위브 더 프라임,178,입주예정,2025-06,청약홈 분양정보 오픈API
2022820024,울산광역시,,울산중구,범서읍,울산다운2 A-9블록 신혼희망타운(공공분양),835,입주예정,2025-06,청약홈 분양정보 오픈API
2022000598,부산광역시,,부산서구,암남동,송도자이르네 디오션,227,입주예정,2025-03,청약홈 분양정보 오픈API
2022000589,경상북도,,칠곡군,석적읍,우방아이유쉘 유라밸,310,입주예정,2025-07,청약홈 분양정보 오픈API
2022000585,충청남도,,천안동남구,청당동,천안 롯데캐슬 더 청당,1199,입주예정,2025-08,청약홈 분양정보 오픈API
2022000584,강원도,,원주시,관설동,힐스테이트 원주 레스티지,975,입주예정,2025-02,청약홈 분양정보 오픈API
2022000581,경기도,,남양주시,화도읍,마석역 극동스타클래스 더퍼스트,138,입주예정,2026-01,청약홈 분양정보 오픈API
2022000580,경상남도,,고성군,고성읍,고성 스위트엠 엘크루,435,입주예정,2025-03,청약홈 분양정보 오픈API
2022000579,충청남도,,아산시,권곡동,아산 한신더휴,603,입주예정,2025-08,청약홈 분양정보 오픈API
2022000554,전라북도,,김제시,금구면,남전주IC 서희스타힐스,262,입주예정,2025-06,청약홈 분양정보 오픈API
2022000291,전라북도,,전주덕진구,반월동,전주 반월동3차 세움펠리피아,181,입주예정,2024-11,청약홈 분양정보 오픈API
2022000592,충청북도,,음성군,대소면,음성 푸르지오 마크베르,644,입주예정,2025-04,청약홈 분양정보 오픈API
2022000576,인천광역시,,인천서구,불로동,인천 검단신도시 AB17BL 우미린 클래스원,875,입주예정,2025-09,청약홈 분양정보 오픈API
2022000522,경상남도,,양산시,중부동,양산 금호 리첸시아 시그니처,213,입주예정,2024-05,청약홈 분양정보 오픈API
2022000563,경상남도,,거제시,아주동,거제 한신더휴,547,입주예정,2025-03,청약홈 분양정보 오픈API
2022000568,제주특별자치도,,서귀포시,대정읍,한화 포레나 제주에듀시티,503,입주예정,2025-01,청약홈 분양정보 오픈API
2022000565,광주광역시,,광주남구,월산동,힐스테이트 월산,161,입주예정,2024-12,청약홈 분양정보 오픈API
2022000564,경기도,,수원권선구,권선동,수원 아이파크 시티 10단지,128,입주예정,2024-11,청약홈 분양정보 오픈API
2022000562,충청북도,,청주흥덕구,,오송역 서한이다음 노블리스,1113,입주예정,2025-07,청약홈 분양정보 오픈API
2022000544,대구광역시,,대구중구,,명덕역 루지움 푸르나임,99,입주예정,2024-12,청약홈 분양정보 오픈API
2022000542,경상남도,,거제시,장승포동,거제 유림노르웨이숲 디오션,299,입주예정,2026-03,청약홈 분양정보 오픈API
2022000531,경기도,,오산시,(누읍동,오산 세교2지구 A10블록 칸타빌 더퍼스트,514,입주예정,2025-03,청약홈 분양정보 오픈API
2022000489,서울특별시,구로구,,,천왕역 모아엘가 트레뷰,140,입주예정,2025-07,청약홈 분양정보 오픈API
2022000156,대구광역시,,대구북구,,힐스테이트 칠성 더오페라,577,입주예정,2026-02,청약홈 분양정보 오픈API
2022000561,서울특별시,구로구,,가리봉동,남구로역 동일 센타시아,91,입주예정,2024-04,청약홈 분양정보 오픈API
2022000513,울산광역시,,울산남구,신정동,울산대공원 한신더휴,302,입주예정,2025-08,청약홈 분양정보 오픈API
2022820023,경기도,,시흥시,,시흥장현 A-8블록 신혼희망타운(공공분양) 3회차(자격완화),2,입주예정,2022-11,청약홈 분양정보 오픈API
2022820022,경기도,,평택시,고덕동,평택고덕 A-53BL 신혼희망타운(공공분양),778,입주예정,2024-11,청약홈 분양정보 오픈API
